scenario,t,id,numero_veicoli,densita,velocita
osm.sumocfg,9,624243984,0,0.0,19.44
osm.sumocfg,9,704287262,0,0.0,22.22
osm.sumocfg,9,704560552,0,0.0,22.22
osm.sumocfg,9,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,9,839672235,0,0.0,25.0
osm.sumocfg,9,839672236,3,0.03063913229977327,36.53483921479375
osm.sumocfg,9,908432642,0,0.0,19.44
osm.sumocfg,9,932385124,1,0.09076839811017809,20.174832000000002
osm.sumocfg,9,932385130#1,0,0.0,39.44
osm.sumocfg,9,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,9,932385139,0,0.0,22.22
osm.sumocfg,9,932385142,1,0.009425265024265583,25.396438690356444
osm.sumocfg,9,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,10,1021647991,5,0.15726615985358725,15.925576215947277
osm.sumocfg,10,1178714446,13,0.1701748874227668,17.186623953556314
osm.sumocfg,10,1178714446-AddedOffRampEdge,5,0.052887666596149775,23.294868332842007
osm.sumocfg,10,1178714447,0,0.0,39.44
osm.sumocfg,10,1219095754,0,0.0,19.44
osm.sumocfg,10,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,10,1219095756#0,4,0.0656620374930234,18.66424364535147
osm.sumocfg,10,1275720499,1,0.16307893020221786,17.204255870621363
osm.sumocfg,10,1275720499-AddedOffRampEdge,3,0.05279831045406547,15.854273932944519
osm.sumocfg,10,1275720500,0,0.0,19.44
osm.sumocfg,10,1280975206,0,0.0,22.22
osm.sumocfg,10,1280975207,0,0.0,22.22
osm.sumocfg,10,1280975209#0,0,0.0,22.22
osm.sumocfg,10,1280975210,0,0.0,25.0
osm.sumocfg,10,1280975211#0,1,0.0749175906502847,10.707831691470487
osm.sumocfg,10,1280975212,0,0.0,22.22
osm.sumocfg,10,1280975213,0,0.0,19.44
osm.sumocfg,10,268118775,0,0.0,19.44
osm.sumocfg,10,268118775-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,10,268118776,0,0.0,19.44
osm.sumocfg,10,268118781,0,0.0,19.44
osm.sumocfg,10,270520028,0,0.0,25.0
osm.sumocfg,10,270520032,1,0.0044318383265378476,22.851062650152016
osm.sumocfg,10,4314451,0,0.0,19.44
osm.sumocfg,10,624243984,0,0.0,19.44
osm.sumocfg,10,704287262,0,0.0,22.22
osm.sumocfg,10,704560552,0,0.0,22.22
osm.sumocfg,10,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,10,839672235,1,0.001585836576369132,25.49064688801921
osm.sumocfg,10,839672236,3,0.03063913229977327,36.817928126751696
osm.sumocfg,10,908432642,0,0.0,19.44
osm.sumocfg,10,932385124,2,0.15135462388375967,19.23960846135502
osm.sumocfg,10,932385130#1,0,0.0,39.44
osm.sumocfg,10,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,10,932385139,0,0.0,22.22
osm.sumocfg,10,932385142,1,0.012902559867877788,25.221304965030868
osm.sumocfg,10,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,11,1021647991,5,0.15307372030369826,16.719873703934066
osm.sumocfg,11,1178714446,12,0.15708451146716934,17.000505186204837
osm.sumocfg,11,1178714446-AddedOffRampEdge,5,0.05161315254866348,23.121676437916225
osm.sumocfg,11,1178714447,0,0.0,39.44
osm.sumocfg,11,1219095754,0,0.0,19.44
osm.sumocfg,11,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,11,1219095756#0,5,0.08207754686627926,17.04234193809708
osm.sumocfg,11,1275720499,0,0.0,19.44
osm.sumocfg,11,1275720499-AddedOffRampEdge,4,0.06008007996996834,16.49336189268527
osm.sumocfg,11,1275720500,0,0.0,19.44
osm.sumocfg,11,1280975206,0,0.0,22.22
osm.sumocfg,11,1280975207,0,0.0,22.22
osm.sumocfg,11,1280975209#0,0,0.0,22.22
osm.sumocfg,11,1280975210,0,0.0,25.0
osm.sumocfg,11,1280975211#0,1,0.0749175906502847,9.74320021926439
osm.sumocfg,11,1280975212,0,0.0,22.22
osm.sumocfg,11,1280975213,0,0.0,19.44
osm.sumocfg,11,268118775,0,0.0,19.44
osm.sumocfg,11,268118775-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,11,268118776,0,0.0,19.44
osm.sumocfg,11,268118781,0,0.0,19.44
osm.sumocfg,11,270520028,0,0.0,25.0
osm.sumocfg,11,270520032,1,0.0044318383265378476,22.843702602642587
osm.sumocfg,11,4314451,0,0.0,19.44
osm.sumocfg,11,624243984,0,0.0,19.44
osm.sumocfg,11,704287262,0,0.0,22.22
osm.sumocfg,11,704560552,0,0.0,22.22
osm.sumocfg,11,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,11,839672235,1,0.001585836576369132,25.605888785412535
osm.sumocfg,11,839672236,4,0.040852176399697696,39.27358827032159
osm.sumocfg,11,908432642,0,0.0,19.44
osm.sumocfg,11,932385124,3,0.2270319358256395,17.35515310510065
osm.sumocfg,11,932385130#1,0,0.0,39.44
osm.sumocfg,11,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,11,932385139,0,0.0,22.22
osm.sumocfg,11,932385142,2,0.01326571314915135,24.580655907887657
osm.sumocfg,11,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,12,1021647991,5,0.15307372030369826,16.792852153190854
osm.sumocfg,12,1178714446,12,0.1695679905661515,17.062556304399106
osm.sumocfg,12,1178714446-AddedOffRampEdge,6,0.06346519991537973,23.075151653260708
osm.sumocfg,12,1178714447,0,0.0,39.44
osm.sumocfg,12,1219095754,0,0.0,19.44
osm.sumocfg,12,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,12,1219095756#0,7,0.11345691265875461,15.644701783419565
osm.sumocfg,12,1275720499,0,0.0,19.44
osm.sumocfg,12,1275720499-AddedOffRampEdge,3,0.05279831045406547,17.64645980463444
osm.sumocfg,12,1275720500,0,0.0,19.44
osm.sumocfg,12,1280975206,0,0.0,22.22
osm.sumocfg,12,1280975207,0,0.0,22.22
osm.sumocfg,12,1280975209#0,0,0.0,22.22
osm.sumocfg,12,1280975210,0,0.0,25.0
osm.sumocfg,12,1280975211#0,2,0.1398246805782171,11.597570944586034
osm.sumocfg,12,1280975212,0,0.0,22.22
osm.sumocfg,12,1280975213,0,0.0,19.44
osm.sumocfg,12,268118775,0,0.0,19.44
osm.sumocfg,12,268118775-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,12,268118776,0,0.0,19.44
osm.sumocfg,12,268118781,0,0.0,19.44
osm.sumocfg,12,270520028,0,0.0,25.0
osm.sumocfg,12,270520032,2,0.008863676653075695,22.044694740977135
osm.sumocfg,12,4314451,0,0.0,19.44
osm.sumocfg,12,624243984,0,0.0,19.44
